"","domainID","plotID","siteID","subsampleID","date2","Year","Month","Day","Time","totalWeight","subsampleWeight","nobycatch","individualCount","genus","scientificName","totalsub","percent","totalCount","totalSpeciesCount","doy"
"382","D18","TOOL_083","TOOL","TOOL_083.20180706.1719.S.01",2018-07-07,"2018","07","07","01:19Z",0.06,0.06,0.055,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,148220.416666667,0.916666666666667,188
"383","D18","TOOL_080","TOOL","TOOL_080.20180721.0816.S.01",2018-07-21,"2018","07","21","16:16Z",15.925,0.81,15.925,166,"Aedes","Aedes hexodontus",161695,0.00102662419988249,3179003.54938272,3263.64197530864,202
"384","D18","TOOL_080","TOOL","TOOL_080.20180721.0816.S.01",2018-07-21,"2018","07","21","16:16Z",15.925,0.81,15.925,3,"Aedes","Aedes nigripes",161695,1.85534493954668e-05,3179003.54938272,58.9814814814815,202
"385","D18","TOOL_080","TOOL","TOOL_080.20180721.0816.S.01",2018-07-21,"2018","07","21","16:16Z",15.925,0.81,15.925,1,"Aedes","Aedes impiger",161695,6.18448313182226e-06,3179003.54938272,19.6604938271605,202
"386","D18","TOOL_080","TOOL","TOOL_080.20180721.0816.S.01",2018-07-21,"2018","07","21","16:16Z",15.925,0.81,15.925,30,"Aedes","Aedes sp.",161695,0.000185534493954668,3179003.54938272,589.814814814815,202
"387","D18","TOOL_079","TOOL","TOOL_079.20180721.0822.S.01",2018-07-21,"2018","07","21","16:22Z",18.73,0.82,18.73,2,"Aedes","Aedes nigripes",161695,1.23689662636445e-05,3693350.42682927,45.6829268292683,202
"388","D18","TOOL_079","TOOL","TOOL_079.20180721.0822.S.01",2018-07-21,"2018","07","21","16:22Z",18.73,0.82,18.73,1,"Aedes","Aedes impiger",161695,6.18448313182226e-06,3693350.42682927,22.8414634146341,202
"389","D18","TOOL_079","TOOL","TOOL_079.20180721.0822.S.01",2018-07-21,"2018","07","21","16:22Z",18.73,0.82,18.73,16,"Aedes","Aedes sp.",161695,9.89517301091561e-05,3693350.42682927,365.463414634146,202
"390","D18","TOOL_079","TOOL","TOOL_079.20180721.0822.S.01",2018-07-21,"2018","07","21","16:22Z",18.73,0.82,18.73,181,"Aedes","Aedes hexodontus",161695,0.00111939144685983,3693350.42682927,4134.30487804878,202
"391","D18","TOOL_081","TOOL","TOOL_081.20180721.0832.S.01",2018-07-21,"2018","07","21","16:32Z",22.195,0.775,22.19,5,"Aedes","Aedes impiger",161695,3.09224156591113e-05,4629692.96774194,143.161290322581,202
"392","D18","TOOL_081","TOOL","TOOL_081.20180721.0832.S.01",2018-07-21,"2018","07","21","16:32Z",22.195,0.775,22.19,149,"Aedes","Aedes hexodontus",161695,0.000921487986641516,4629692.96774194,4266.2064516129,202
"393","D18","TOOL_081","TOOL","TOOL_081.20180721.0832.S.01",2018-07-21,"2018","07","21","16:32Z",22.195,0.775,22.19,46,"Aedes","Aedes sp.",161695,0.000284486224063824,4629692.96774194,1317.08387096774,202
"394","D18","TOOL_089","TOOL","TOOL_089.20180721.0838.S.01",2018-07-21,"2018","07","21","16:38Z",32.88,0.815,32.875,165,"Aedes","Aedes hexodontus",161695,0.00102043971675067,6522359.66257669,6655.67484662577,202
"395","D18","TOOL_089","TOOL","TOOL_089.20180721.0838.S.01",2018-07-21,"2018","07","21","16:38Z",32.88,0.815,32.875,1,"Aedes","Aedes pullatus",161695,6.18448313182226e-06,6522359.66257669,40.3374233128834,202
"396","D18","TOOL_089","TOOL","TOOL_089.20180721.0838.S.01",2018-07-21,"2018","07","21","16:38Z",32.88,0.815,32.875,28,"Aedes","Aedes sp.",161695,0.000173165527691023,6522359.66257669,1129.44785276074,202
"397","D18","TOOL_089","TOOL","TOOL_089.20180721.0838.S.01",2018-07-21,"2018","07","21","16:38Z",32.88,0.815,32.875,6,"Aedes","Aedes nigripes",161695,3.71068987909335e-05,6522359.66257669,242.024539877301,202
"398","D18","TOOL_088","TOOL","TOOL_088.20180721.0844.S.01",2018-07-21,"2018","07","21","16:44Z",48.775,0.785,48.765,1,"Aedes","Aedes impiger",161695,6.18448313182226e-06,10044658.1847134,62.1210191082802,202
"399","D18","TOOL_088","TOOL","TOOL_088.20180721.0844.S.01",2018-07-21,"2018","07","21","16:44Z",48.775,0.785,48.765,156,"Aedes","Aedes hexodontus",161695,0.000964779368564272,10044658.1847134,9690.87898089172,202
"400","D18","TOOL_088","TOOL","TOOL_088.20180721.0844.S.01",2018-07-21,"2018","07","21","16:44Z",48.775,0.785,48.765,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,10044658.1847134,62.1210191082802,202
"401","D18","TOOL_088","TOOL","TOOL_088.20180721.0844.S.01",2018-07-21,"2018","07","21","16:44Z",48.775,0.785,48.765,37,"Aedes","Aedes sp.",161695,0.000228825875877424,10044658.1847134,2298.47770700637,202
"402","D18","TOOL_088","TOOL","TOOL_088.20180721.0844.S.01",2018-07-21,"2018","07","21","16:44Z",48.775,0.785,48.765,5,"Aedes","Aedes nigripes",161695,3.09224156591113e-05,10044658.1847134,310.605095541401,202
"403","D18","TOOL_082","TOOL","TOOL_082.20180721.0859.S.01",2018-07-21,"2018","07","21","16:59Z",13.37,0.75,13.365,159,"Aedes","Aedes hexodontus",161695,0.000983332817959739,2881404.9,2833.38,202
"404","D18","TOOL_082","TOOL","TOOL_082.20180721.0859.S.01",2018-07-21,"2018","07","21","16:59Z",13.37,0.75,13.365,14,"Aedes","Aedes nigripes",161695,8.65827638455116e-05,2881404.9,249.48,202
"405","D18","TOOL_082","TOOL","TOOL_082.20180721.0859.S.01",2018-07-21,"2018","07","21","16:59Z",13.37,0.75,13.365,27,"Aedes","Aedes sp.",161695,0.000166981044559201,2881404.9,481.14,202
"406","D18","TOOL_087","TOOL","TOOL_087.20180721.0916.S.01",2018-07-21,"2018","07","21","17:16Z",19.765,0.74,19.755,2,"Aedes","Aedes excrucians",161695,1.23689662636445e-05,4316600.97972973,53.3918918918919,202
"407","D18","TOOL_087","TOOL","TOOL_087.20180721.0916.S.01",2018-07-21,"2018","07","21","17:16Z",19.765,0.74,19.755,27,"Aedes","Aedes sp.",161695,0.000166981044559201,4316600.97972973,720.790540540541,202
"408","D18","TOOL_087","TOOL","TOOL_087.20180721.0916.S.01",2018-07-21,"2018","07","21","17:16Z",19.765,0.74,19.755,160,"Aedes","Aedes hexodontus",161695,0.000989517301091561,4316600.97972973,4271.35135135135,202
"409","D18","TOOL_087","TOOL","TOOL_087.20180721.0916.S.01",2018-07-21,"2018","07","21","17:16Z",19.765,0.74,19.755,11,"Aedes","Aedes nigripes",161695,6.80293144500448e-05,4316600.97972973,293.655405405405,202
"410","D18","TOOL_039","TOOL","TOOL_039.20180721.0924.S.01",2018-07-21,"2018","07","21","17:24Z",16.51,0.71,16.51,3,"Aedes","Aedes excrucians",161695,1.85534493954668e-05,3759978.09859155,69.7605633802817,202
"411","D18","TOOL_039","TOOL","TOOL_039.20180721.0924.S.01",2018-07-21,"2018","07","21","17:24Z",16.51,0.71,16.51,35,"Aedes","Aedes sp.",161695,0.000216456909613779,3759978.09859155,813.87323943662,202
"412","D18","TOOL_039","TOOL","TOOL_039.20180721.0924.S.01",2018-07-21,"2018","07","21","17:24Z",16.51,0.71,16.51,159,"Aedes","Aedes hexodontus",161695,0.000983332817959739,3759978.09859155,3697.30985915493,202
"413","D18","TOOL_039","TOOL","TOOL_039.20180721.0924.S.01",2018-07-21,"2018","07","21","17:24Z",16.51,0.71,16.51,2,"Aedes","Aedes communis",161695,1.23689662636445e-05,3759978.09859155,46.5070422535211,202
"414","D18","TOOL_039","TOOL","TOOL_039.20180721.0924.S.01",2018-07-21,"2018","07","21","17:24Z",16.51,0.71,16.51,1,"Aedes","Aedes impiger",161695,6.18448313182226e-06,3759978.09859155,23.2535211267606,202
"415","D18","TOOL_040","TOOL","TOOL_040.20180721.0928.S.01",2018-07-21,"2018","07","21","17:28Z",14.83,0.725,14.83,163,"Aedes","Aedes hexodontus",161695,0.00100807075048703,3307499.10344828,3334.19310344828,202
"416","D18","TOOL_040","TOOL","TOOL_040.20180721.0928.S.01",2018-07-21,"2018","07","21","17:28Z",14.83,0.725,14.83,36,"Aedes","Aedes sp.",161695,0.000222641392745601,3307499.10344828,736.386206896552,202
"417","D18","TOOL_040","TOOL","TOOL_040.20180721.0928.S.01",2018-07-21,"2018","07","21","17:28Z",14.83,0.725,14.83,1,"Aedes","Aedes impiger",161695,6.18448313182226e-06,3307499.10344828,20.4551724137931,202
"418","D18","TOOL_083","TOOL","TOOL_083.20180721.0944.S.01",2018-07-21,"2018","07","21","17:44Z",16.725,0.67,16.725,147,"Aedes","Aedes hexodontus",161695,0.000909119020377872,4036341.60447761,3669.51492537313,202
"419","D18","TOOL_083","TOOL","TOOL_083.20180721.0944.S.01",2018-07-21,"2018","07","21","17:44Z",16.725,0.67,16.725,11,"Aedes","Aedes nigripes",161695,6.80293144500448e-05,4036341.60447761,274.589552238806,202
"420","D18","TOOL_083","TOOL","TOOL_083.20180721.0944.S.01",2018-07-21,"2018","07","21","17:44Z",16.725,0.67,16.725,41,"Aedes","Aedes sp.",161695,0.000253563808404713,4036341.60447761,1023.47014925373,202
"421","D18","TOOL_083","TOOL","TOOL_083.20180721.0944.S.01",2018-07-21,"2018","07","21","17:44Z",16.725,0.67,16.725,1,"Aedes","Aedes impiger",161695,6.18448313182226e-06,4036341.60447761,24.9626865671642,202
"422","D18","TOOL_079","TOOL","TOOL_079.20180721.1616.S.01",2018-07-22,"2018","07","22","00:16Z",4.26,0.57,4.245,25,"Aedes","Aedes impiger",161695,0.000154612078295556,1204202.23684211,186.184210526316,203
"423","D18","TOOL_079","TOOL","TOOL_079.20180721.1616.S.01",2018-07-22,"2018","07","22","00:16Z",4.26,0.57,4.245,141,"Aedes","Aedes hexodontus",161695,0.000872012121586938,1204202.23684211,1050.07894736842,203
"424","D18","TOOL_079","TOOL","TOOL_079.20180721.1616.S.01",2018-07-22,"2018","07","22","00:16Z",4.26,0.57,4.245,10,"Aedes","Aedes nigripes",161695,6.18448313182226e-05,1204202.23684211,74.4736842105263,203
"425","D18","TOOL_079","TOOL","TOOL_079.20180721.1616.S.01",2018-07-22,"2018","07","22","00:16Z",4.26,0.57,4.245,24,"Aedes","Aedes sp.",161695,0.000148427595163734,1204202.23684211,178.736842105263,203
"426","D18","TOOL_080","TOOL","TOOL_080.20180721.1622.S.01",2018-07-22,"2018","07","22","00:22Z",1.05,0.5,1.03,14,"Aedes","Aedes impiger",161695,8.65827638455116e-05,333091.7,28.84,203
"427","D18","TOOL_080","TOOL","TOOL_080.20180721.1622.S.01",2018-07-22,"2018","07","22","00:22Z",1.05,0.5,1.03,8,"Aedes","Aedes nigripes",161695,4.94758650545781e-05,333091.7,16.48,203
"428","D18","TOOL_080","TOOL","TOOL_080.20180721.1622.S.01",2018-07-22,"2018","07","22","00:22Z",1.05,0.5,1.03,147,"Aedes","Aedes hexodontus",161695,0.000909119020377872,333091.7,302.82,203
"429","D18","TOOL_080","TOOL","TOOL_080.20180721.1622.S.01",2018-07-22,"2018","07","22","00:22Z",1.05,0.5,1.03,31,"Aedes","Aedes sp.",161695,0.00019171897708649,333091.7,63.86,203
"430","D18","TOOL_081","TOOL","TOOL_081.20180721.1632.S.01",2018-07-22,"2018","07","22","00:32Z",4.195,0.54,4.185,1,"Aedes","Aedes cataphylla",161695,6.18448313182226e-06,1253136.25,7.75,203
"431","D18","TOOL_081","TOOL","TOOL_081.20180721.1632.S.01",2018-07-22,"2018","07","22","00:32Z",4.195,0.54,4.185,1,"Aedes","Aedes communis",161695,6.18448313182226e-06,1253136.25,7.75,203
"432","D18","TOOL_081","TOOL","TOOL_081.20180721.1632.S.01",2018-07-22,"2018","07","22","00:32Z",4.195,0.54,4.185,5,"Aedes","Aedes nigripes",161695,3.09224156591113e-05,1253136.25,38.75,203
"433","D18","TOOL_081","TOOL","TOOL_081.20180721.1632.S.01",2018-07-22,"2018","07","22","00:32Z",4.195,0.54,4.185,9,"Aedes","Aedes impiger",161695,5.56603481864003e-05,1253136.25,69.75,203
"434","D18","TOOL_081","TOOL","TOOL_081.20180721.1632.S.01",2018-07-22,"2018","07","22","00:32Z",4.195,0.54,4.185,148,"Aedes","Aedes hexodontus",161695,0.000915303503509694,1253136.25,1147,203
"435","D18","TOOL_081","TOOL","TOOL_081.20180721.1632.S.01",2018-07-22,"2018","07","22","00:32Z",4.195,0.54,4.185,36,"Aedes","Aedes sp.",161695,0.000222641392745601,1253136.25,279,203
"436","D18","TOOL_089","TOOL","TOOL_089.20180721.1638.S.01",2018-07-22,"2018","07","22","00:38Z",6.905,0.6,6.885,7,"Aedes","Aedes impiger",161695,4.32913819227558e-05,1855450.125,80.325,203
"437","D18","TOOL_089","TOOL","TOOL_089.20180721.1638.S.01",2018-07-22,"2018","07","22","00:38Z",6.905,0.6,6.885,166,"Aedes","Aedes hexodontus",161695,0.00102662419988249,1855450.125,1904.85,203
"438","D18","TOOL_089","TOOL","TOOL_089.20180721.1638.S.01",2018-07-22,"2018","07","22","00:38Z",6.905,0.6,6.885,11,"Aedes","Aedes nigripes",161695,6.80293144500448e-05,1855450.125,126.225,203
"439","D18","TOOL_089","TOOL","TOOL_089.20180721.1638.S.01",2018-07-22,"2018","07","22","00:38Z",6.905,0.6,6.885,16,"Aedes","Aedes sp.",161695,9.89517301091561e-05,1855450.125,183.6,203
"440","D18","TOOL_088","TOOL","TOOL_088.20180721.1644.S.01",2018-07-22,"2018","07","22","00:44Z",7.09,0.565,7.08,4,"Aedes","Aedes impiger",161695,2.4737932527289e-05,2026195.75221239,50.1238938053097,203
"441","D18","TOOL_088","TOOL","TOOL_088.20180721.1644.S.01",2018-07-22,"2018","07","22","00:44Z",7.09,0.565,7.08,20,"Aedes","Aedes sp.",161695,0.000123689662636445,2026195.75221239,250.619469026549,203
"442","D18","TOOL_088","TOOL","TOOL_088.20180721.1644.S.01",2018-07-22,"2018","07","22","00:44Z",7.09,0.565,7.08,170,"Aedes","Aedes hexodontus",161695,0.00105136213240978,2026195.75221239,2130.26548672566,203
"443","D18","TOOL_088","TOOL","TOOL_088.20180721.1644.S.01",2018-07-22,"2018","07","22","00:44Z",7.09,0.565,7.08,6,"Aedes","Aedes nigripes",161695,3.71068987909335e-05,2026195.75221239,75.1858407079646,203
"444","D18","TOOL_082","TOOL","TOOL_082.20180721.1659.S.01",2018-07-22,"2018","07","22","00:59Z",2.175,0.75,2.165,31,"Aedes","Aedes sp.",161695,0.00019171897708649,466759.566666667,89.4866666666667,203
"445","D18","TOOL_082","TOOL","TOOL_082.20180721.1659.S.01",2018-07-22,"2018","07","22","00:59Z",2.175,0.75,2.165,10,"Aedes","Aedes impiger",161695,6.18448313182226e-05,466759.566666667,28.8666666666667,203
"446","D18","TOOL_082","TOOL","TOOL_082.20180721.1659.S.01",2018-07-22,"2018","07","22","00:59Z",2.175,0.75,2.165,10,"Aedes","Aedes nigripes",161695,6.18448313182226e-05,466759.566666667,28.8666666666667,203
"447","D18","TOOL_082","TOOL","TOOL_082.20180721.1659.S.01",2018-07-22,"2018","07","22","00:59Z",2.175,0.75,2.165,149,"Aedes","Aedes hexodontus",161695,0.000921487986641516,466759.566666667,430.113333333333,203
"448","D18","TOOL_087","TOOL","TOOL_087.20180721.1716.S.01",2018-07-22,"2018","07","22","01:16Z",4.99,0.825,4.97,5,"Aedes","Aedes nigripes",161695,3.09224156591113e-05,974089.878787879,30.1212121212121,203
"449","D18","TOOL_087","TOOL","TOOL_087.20180721.1716.S.01",2018-07-22,"2018","07","22","01:16Z",4.99,0.825,4.97,1,"Aedes","Aedes cataphylla",161695,6.18448313182226e-06,974089.878787879,6.02424242424243,203
"450","D18","TOOL_087","TOOL","TOOL_087.20180721.1716.S.01",2018-07-22,"2018","07","22","01:16Z",4.99,0.825,4.97,17,"Aedes","Aedes impiger",161695,0.000105136213240978,974089.878787879,102.412121212121,203
"451","D18","TOOL_087","TOOL","TOOL_087.20180721.1716.S.01",2018-07-22,"2018","07","22","01:16Z",4.99,0.825,4.97,8,"Aedes","Aedes sp.",161695,4.94758650545781e-05,974089.878787879,48.1939393939394,203
"452","D18","TOOL_087","TOOL","TOOL_087.20180721.1716.S.01",2018-07-22,"2018","07","22","01:16Z",4.99,0.825,4.97,169,"Aedes","Aedes hexodontus",161695,0.00104517764927796,974089.878787879,1018.09696969697,203
"453","D18","TOOL_039","TOOL","TOOL_039.20180721.1724.S.01",2018-07-22,"2018","07","22","01:24Z",8.605,0.59,8.585,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,2352799.27966102,14.5508474576271,203
"454","D18","TOOL_039","TOOL","TOOL_039.20180721.1724.S.01",2018-07-22,"2018","07","22","01:24Z",8.605,0.59,8.585,36,"Aedes","Aedes sp.",161695,0.000222641392745601,2352799.27966102,523.830508474576,203
"455","D18","TOOL_039","TOOL","TOOL_039.20180721.1724.S.01",2018-07-22,"2018","07","22","01:24Z",8.605,0.59,8.585,17,"Aedes","Aedes impiger",161695,0.000105136213240978,2352799.27966102,247.364406779661,203
"456","D18","TOOL_039","TOOL","TOOL_039.20180721.1724.S.01",2018-07-22,"2018","07","22","01:24Z",8.605,0.59,8.585,146,"Aedes","Aedes hexodontus",161695,0.00090293453724605,2352799.27966102,2124.42372881356,203
"457","D18","TOOL_040","TOOL","TOOL_040.20180721.1728.S.01",2018-07-22,"2018","07","22","01:28Z",4.81,0.72,4.785,19,"Aedes","Aedes sp.",161695,0.000117505179504623,1074598.02083333,126.270833333333,203
"458","D18","TOOL_040","TOOL","TOOL_040.20180721.1728.S.01",2018-07-22,"2018","07","22","01:28Z",4.81,0.72,4.785,21,"Aedes","Aedes impiger",161695,0.000129874145768267,1074598.02083333,139.5625,203
"459","D18","TOOL_040","TOOL","TOOL_040.20180721.1728.S.01",2018-07-22,"2018","07","22","01:28Z",4.81,0.72,4.785,14,"Aedes","Aedes nigripes",161695,8.65827638455116e-05,1074598.02083333,93.0416666666667,203
"460","D18","TOOL_040","TOOL","TOOL_040.20180721.1728.S.01",2018-07-22,"2018","07","22","01:28Z",4.81,0.72,4.785,146,"Aedes","Aedes hexodontus",161695,0.00090293453724605,1074598.02083333,970.291666666667,203
"461","D18","TOOL_083","TOOL","TOOL_083.20180721.1745.S.01",2018-07-22,"2018","07","22","01:45Z",10.97,0.7,10.95,9,"Aedes","Aedes impiger",161695,5.56603481864003e-05,2529371.78571429,140.785714285714,203
"462","D18","TOOL_083","TOOL","TOOL_083.20180721.1745.S.01",2018-07-22,"2018","07","22","01:45Z",10.97,0.7,10.95,139,"Aedes","Aedes hexodontus",161695,0.000859643155323294,2529371.78571429,2174.35714285714,203
"463","D18","TOOL_083","TOOL","TOOL_083.20180721.1745.S.01",2018-07-22,"2018","07","22","01:45Z",10.97,0.7,10.95,1,"Aedes","Aedes nigripes",161695,6.18448313182226e-06,2529371.78571429,15.6428571428571,203
"464","D18","TOOL_083","TOOL","TOOL_083.20180721.1745.S.01",2018-07-22,"2018","07","22","01:45Z",10.97,0.7,10.95,51,"Aedes","Aedes sp.",161695,0.000315408639722935,2529371.78571429,797.785714285714,203
"465","D18","TOOL_089","TOOL","TOOL_089.20180803.0820.S.01",2018-08-03,"2018","08","03","16:20Z",0.005,0.005,0.005,2,"Aedes","Aedes hexodontus",161695,1.23689662636445e-05,161695,2,215
"466","D18","TOOL_088","TOOL","TOOL_088.20180803.0825.S.01",2018-08-03,"2018","08","03","16:25Z",0.028,0.028,0.028,8,"Aedes","Aedes sp.",161695,4.94758650545781e-05,161695,8,215
"467","D18","TOOL_088","TOOL","TOOL_088.20180803.0825.S.01",2018-08-03,"2018","08","03","16:25Z",0.028,0.028,0.028,3,"Aedes","Aedes hexodontus",161695,1.85534493954668e-05,161695,3,215
"468","D18","TOOL_087","TOOL","TOOL_087.20180803.0900.S.01",2018-08-03,"2018","08","03","17:00Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,215
"469","D18","TOOL_039","TOOL","TOOL_039.20180803.0905.S.01",2018-08-03,"2018","08","03","17:05Z",0.01,0.01,0.01,4,"Aedes","Aedes hexodontus",161695,2.4737932527289e-05,161695,4,215
"470","D18","TOOL_083","TOOL","TOOL_083.20180803.0918.S.01",2018-08-03,"2018","08","03","17:18Z",0.003,0.003,0.003,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,161695,1,215
"471","D18","TOOL_080","TOOL","TOOL_080.20180803.1600.S.01",2018-08-04,"2018","08","04","00:00Z",0.01,0.01,0.01,4,"Aedes","Aedes hexodontus",161695,2.4737932527289e-05,161695,4,216
"472","D18","TOOL_079","TOOL","TOOL_079.20180803.1605.S.01",2018-08-04,"2018","08","04","00:05Z",0.02,0.02,0.018,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,145525.5,0.9,216
"473","D18","TOOL_079","TOOL","TOOL_079.20180803.1605.S.01",2018-08-04,"2018","08","04","00:05Z",0.02,0.02,0.018,6,"Aedes","Aedes hexodontus",161695,3.71068987909335e-05,145525.5,5.4,216
"474","D18","TOOL_081","TOOL","TOOL_081.20180803.1614.S.01",2018-08-04,"2018","08","04","00:14Z",0.025,0.025,0.025,8,"Aedes","Aedes hexodontus",161695,4.94758650545781e-05,161695,8,216
"475","D18","TOOL_081","TOOL","TOOL_081.20180803.1614.S.01",2018-08-04,"2018","08","04","00:14Z",0.025,0.025,0.025,2,"Aedes","Aedes sp.",161695,1.23689662636445e-05,161695,2,216
"476","D18","TOOL_089","TOOL","TOOL_089.20180803.1620.S.01",2018-08-04,"2018","08","04","00:20Z",0.09,0.09,0.088,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,158101.777777778,0.977777777777778,216
"477","D18","TOOL_089","TOOL","TOOL_089.20180803.1620.S.01",2018-08-04,"2018","08","04","00:20Z",0.09,0.09,0.088,34,"Aedes","Aedes hexodontus",161695,0.000210272426481957,158101.777777778,33.2444444444444,216
"478","D18","TOOL_088","TOOL","TOOL_088.20180803.1626.S.01",2018-08-04,"2018","08","04","00:26Z",0.425,0.425,0.423,154,"Aedes","Aedes hexodontus",161695,0.000952410402300628,160934.082352941,153.275294117647,216
"479","D18","TOOL_088","TOOL","TOOL_088.20180803.1626.S.01",2018-08-04,"2018","08","04","00:26Z",0.425,0.425,0.423,1,"Aedes","Aedes impiger",161695,6.18448313182226e-06,160934.082352941,0.995294117647059,216
"480","D18","TOOL_088","TOOL","TOOL_088.20180803.1626.S.01",2018-08-04,"2018","08","04","00:26Z",0.425,0.425,0.423,14,"Aedes","Aedes sp.",161695,8.65827638455116e-05,160934.082352941,13.9341176470588,216
"481","D18","TOOL_082","TOOL","TOOL_082.20180803.1644.S.01",2018-08-04,"2018","08","04","00:44Z",0.03,0.03,0.028,8,"Aedes","Aedes hexodontus",161695,4.94758650545781e-05,150915.333333333,7.46666666666667,216
"482","D18","TOOL_082","TOOL","TOOL_082.20180803.1644.S.01",2018-08-04,"2018","08","04","00:44Z",0.03,0.03,0.028,1,"Aedes","Aedes pullatus",161695,6.18448313182226e-06,150915.333333333,0.933333333333333,216
"483","D18","TOOL_082","TOOL","TOOL_082.20180803.1644.S.01",2018-08-04,"2018","08","04","00:44Z",0.03,0.03,0.028,2,"Aedes","Aedes sp.",161695,1.23689662636445e-05,150915.333333333,1.86666666666667,216
"484","D18","TOOL_087","TOOL","TOOL_087.20180803.1704.S.01",2018-08-04,"2018","08","04","01:04Z",0.015,0.015,0.015,2,"Aedes","Aedes sp.",161695,1.23689662636445e-05,161695,2,216
"485","D18","TOOL_087","TOOL","TOOL_087.20180803.1704.S.01",2018-08-04,"2018","08","04","01:04Z",0.015,0.015,0.015,4,"Aedes","Aedes hexodontus",161695,2.4737932527289e-05,161695,4,216
"486","D18","TOOL_039","TOOL","TOOL_039.20180803.1709.S.01",2018-08-04,"2018","08","04","01:09Z",0.012,0.012,0.01,4,"Aedes","Aedes hexodontus",161695,2.4737932527289e-05,134745.833333333,3.33333333333333,216
"487","D18","TOOL_040","TOOL","TOOL_040.20180803.1712.S.01",2018-08-04,"2018","08","04","01:12Z",0.018,0.018,0.018,7,"Aedes","Aedes hexodontus",161695,4.32913819227558e-05,161695,7,216
"488","D18","TOOL_083","TOOL","TOOL_083.20180803.1721.S.01",2018-08-04,"2018","08","04","01:21Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,216
"489","D18","TOOL_089","TOOL","TOOL_089.20180817.0820.S.01",2018-08-17,"2018","08","17","16:20Z",0.002,0.002,0.002,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,161695,1,229
"490","D18","TOOL_087","TOOL","TOOL_087.20180817.0854.S.01",2018-08-17,"2018","08","17","16:54Z",0.002,0.002,0.002,1,"Aedes","Aedes sp.",161695,6.18448313182226e-06,161695,1,229
"491","D18","TOOL_088","TOOL","TOOL_088.20180817.1626.S.01",2018-08-18,"2018","08","18","00:26Z",0.002,0.002,0.002,1,"Aedes","Aedes hexodontus",161695,6.18448313182226e-06,161695,1,230
"492","D18","TOOL_040","TOOL","TOOL_040.20180817.1650.S.01",2018-08-18,"2018","08","18","00:50Z",0.005,0.005,0.003,1,"Aedes","Aedes hexodontus",161695,6.18448313182226e-06,97017,0.6,230
"493","D18","TOOL_039","TOOL","TOOL_039.20180817.1654.S.01",2018-08-18,"2018","08","18","00:54Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,230
"494","D18","TOOL_087","TOOL","TOOL_087.20180817.1658.S.01",2018-08-18,"2018","08","18","00:58Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,230
"495","D18","TOOL_082","TOOL","TOOL_082.20180829.1002.S.01",2018-08-29,"2018","08","29","18:02Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,241
"496","D18","TOOL_040","TOOL","TOOL_040.20180829.1013.S.01",2018-08-29,"2018","08","29","18:13Z",0.01,0.01,0,NA,NA,NA,NA,NA,NA,NA,241
"497","D18","TOOL_039","TOOL","TOOL_039.20180829.1016.S.01",2018-08-29,"2018","08","29","18:16Z",0.01,0.01,0,NA,NA,NA,NA,NA,NA,NA,241
"498","D18","TOOL_079","TOOL","TOOL_079.20180914.0815.S.01",2018-09-14,"2018","09","14","16:15Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,257
"499","D18","TOOL_089","TOOL","TOOL_089.20180914.0834.S.01",2018-09-14,"2018","09","14","16:34Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,257
"500","D18","TOOL_082","TOOL","TOOL_082.20180914.0901.S.01",2018-09-14,"2018","09","14","17:01Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,257
"501","D18","TOOL_039","TOOL","TOOL_039.20180914.0919.S.01",2018-09-14,"2018","09","14","17:19Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,257
"502","D18","TOOL_083","TOOL","TOOL_083.20180914.0942.S.01",2018-09-14,"2018","09","14","17:42Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,257
"503","D18","TOOL_079","TOOL","TOOL_079.20180914.1615.S.01",2018-09-15,"2018","09","15","00:15Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,258
"504","D18","TOOL_081","TOOL","TOOL_081.20180914.1627.S.01",2018-09-15,"2018","09","15","00:27Z",0.002,0.002,0,NA,NA,NA,NA,NA,NA,NA,258
"505","D18","TOOL_089","TOOL","TOOL_089.20190607.0833.S.01",2019-06-07,"2019","06","07","16:33Z",0.005,0.005,0.002,1,"Aedes","Aedes hexodontus",161695,6.18448313182226e-06,64678,0.4,158
